Reference text,Machine generated text,Quality dimension group,ROUGE 1 F1,ROUGE 1 Precision,ROUGE 1 Recall,ROUGE 2 F1,ROUGE 2 Precision,ROUGE 2 Recall,ROUGE L F1,ROUGE L Precision,ROUGE L Recall,BLEU,BERTscore F1,BERTscore Precision,BERTscore Recall
"Anthony can play outside later during the summer, because the days are shorter.",Anthony can play outside because of his shorter life.,veryLow,0.5454545454545455,0.6666666666666666,0.46153846153846156,0.3,0.375,0.25,0.5454545454545455,0.6666666666666666,0.46153846153846156,0.20235553926673694,0.9264897108078003,0.9365458488464355,0.91664719581604
"Anthony can play outside later during the summer, because the days are shorter.",Anthony can play outside because he's shorter in the summer.,low,0.6666666666666667,0.7272727272727273,0.6153846153846154,0.3636363636363636,0.4,0.3333333333333333,0.4999999999999999,0.5454545454545454,0.46153846153846156,0.21536724200522805,0.9423292875289917,0.9538297057151794,0.931102991104126
"Anthony can play outside later during the summer, because the days are shorter.","In the summer, Anthony is allowed to play outside because the days are shorter.",medium,0.7407407407407408,0.7142857142857143,0.7692307692307693,0.48000000000000004,0.46153846153846156,0.5,0.5925925925925927,0.5714285714285714,0.6153846153846154,0.3498761149110956,0.9453482031822205,0.9416781067848206,0.9490469098091125
"Anthony can play outside later during the summer, because the days are shorter.","In summer, Anthony's free to play outside because it's shorter.",high,0.48000000000000004,0.5,0.46153846153846156,0.08695652173913043,0.09090909090909091,0.08333333333333333,0.4,0.4166666666666667,0.38461538461538464,0.04157636556362385,0.9283246397972107,0.9266395568847656,0.9300159811973572
"Anthony can play outside later during the summer, because the days are shorter.",Anthony's got to play outside later on summer because day's shorter.,veryHigh,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.25,0.25,0.25,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.08838042212680002,0.9381070733070374,0.9324259757995605,0.9438577890396118
"Following the ""stay-at-home"" order, the CEO is likely to wear slippers more often than any other shoes even when at work.","After the stay of the home order, the CEO is likely to wear a pair of boots or shoes more often than the other shoes at work.",veryLow,0.68,0.6296296296296297,0.7391304347826086,0.4999999999999999,0.46153846153846156,0.5454545454545454,0.68,0.6296296296296297,0.7391304347826086,0.3040559696901293,0.9303195476531982,0.9342936873435974,0.9263791441917419
"Following the ""stay-at-home"" order, the CEO is likely to wear slippers more often than any other shoes even when at work.","After the stay of the house, the CEO probably needs a more shoes than the other shoes at work.",low,0.47619047619047616,0.5263157894736842,0.43478260869565216,0.19999999999999998,0.2222222222222222,0.18181818181818182,0.47619047619047616,0.5263157894736842,0.43478260869565216,0.03715155361160579,0.8956968188285828,0.9036881923675537,0.887845516204834
"Following the ""stay-at-home"" order, the CEO is likely to wear slippers more often than any other shoes even when at work.","The CEO, following the stay at home rule, is likely to wear shoes more often than other shoes when working.",medium,0.8372093023255814,0.9,0.782608695652174,0.5365853658536586,0.5789473684210527,0.5,0.7441860465116279,0.8,0.6956521739130435,0.19747969960240339,0.9302859902381897,0.9367812871932983,0.9238802194595337
"Following the ""stay-at-home"" order, the CEO is likely to wear slippers more often than any other shoes even when at work.","The CEO, following the stay at home rule, is likely to wear shoes more often than the other shoes when working.",high,0.8181818181818182,0.8571428571428571,0.782608695652174,0.5238095238095238,0.55,0.5,0.7272727272727272,0.7619047619047619,0.6956521739130435,0.20090239552893988,0.9291266202926636,0.9373722076416016,0.9210247993469238
"Following the ""stay-at-home"" order, the CEO is likely to wear slippers more often than any other shoes even when at work.","After the stay of the house, the CEO probably needs a more shoes than the other boots, even at work.",veryHigh,0.5116279069767442,0.55,0.4782608695652174,0.14634146341463414,0.15789473684210525,0.13636363636363635,0.46511627906976744,0.5,0.43478260869565216,0.03444819882007877,0.9034659266471863,0.9078601598739624,0.8991141319274902
"Since my last exam is today, I booked a flight home from school that departed yesterday.","Since my last exams are today, I have booked a flight home from the school which has left yesterday.",veryLow,0.742857142857143,0.6842105263157895,0.8125,0.4848484848484848,0.4444444444444444,0.5333333333333333,0.742857142857143,0.6842105263157895,0.8125,0.2915369229944523,0.9730296730995178,0.9689581990242004,0.977135419845581
"Since my last exam is today, I booked a flight home from school that departed yesterday.","Since my last exams are today, I have booked a flight home from the school which has left yesterday.",low,0.742857142857143,0.6842105263157895,0.8125,0.4848484848484848,0.4444444444444444,0.5333333333333333,0.742857142857143,0.6842105263157895,0.8125,0.2915369229944523,0.9730296730995178,0.9689581990242004,0.977135419845581
"Since my last exam is today, I booked a flight home from school that departed yesterday.",I booked a flight home from the school today because I had to leave yesterday.,medium,0.5806451612903225,0.6,0.5625,0.3448275862068965,0.35714285714285715,0.3333333333333333,0.5161290322580646,0.5333333333333333,0.5,0.3254777991021599,0.9219651222229004,0.9312047362327576,0.9129070043563843
"Since my last exam is today, I booked a flight home from school that departed yesterday.",I've booked a flight home today because of my last test.,high,0.5714285714285715,0.6666666666666666,0.5,0.30769230769230765,0.36363636363636365,0.26666666666666666,0.35714285714285715,0.4166666666666667,0.3125,0.17710157817572564,0.9240054488182068,0.9368826150894165,0.9114775061607361
"Since my last exam is today, I booked a flight home from school that departed yesterday.","As I had my last exams today, I booked a flight home from the school which was leaving yesterday.",veryHigh,0.6857142857142857,0.631578947368421,0.75,0.4848484848484848,0.4444444444444444,0.5333333333333333,0.6857142857142857,0.631578947368421,0.75,0.35870004213153,0.960099458694458,0.9575884342193604,0.9626237750053406
It is safer to drink milk after it's been refrigerated for 20 weeks rather than 1 week.,"It is safer for milk to drink after 20 weeks of refrigeration, not one week.",veryLow,0.7272727272727272,0.8,0.6666666666666666,0.2580645161290323,0.2857142857142857,0.23529411764705882,0.5454545454545454,0.6,0.5,0.09421526303109042,0.9584718346595764,0.9629783630371094,0.9540073275566101
It is safer to drink milk after it's been refrigerated for 20 weeks rather than 1 week.,"Milk is safer after being re-boiled 20 weeks, not one week.",low,0.4666666666666666,0.5833333333333334,0.3888888888888889,0.14285714285714285,0.18181818181818182,0.11764705882352941,0.4,0.5,0.3333333333333333,0.029051817443414188,0.9159798622131348,0.9257249236106873,0.9064379334449768
It is safer to drink milk after it's been refrigerated for 20 weeks rather than 1 week.,"Milk is safer after being re-boiled for 20 weeks, not one week.",medium,0.5161290322580646,0.6153846153846154,0.4444444444444444,0.20689655172413793,0.25,0.17647058823529413,0.45161290322580644,0.5384615384615384,0.3888888888888889,0.03716508815024547,0.9210690855979919,0.9283302426338196,0.9139206409454346
It is safer to drink milk after it's been refrigerated for 20 weeks rather than 1 week.,"Safer milk, 20 weeks, over one week.",high,0.4,0.7142857142857143,0.2777777777777778,0.08695652173913045,0.16666666666666666,0.058823529411764705,0.4,0.7142857142857143,0.2777777777777778,0.009413843821782234,0.8713774681091309,0.8892306685447693,0.8542269468307495
It is safer to drink milk after it's been refrigerated for 20 weeks rather than 1 week.,"Milk is safer after being re-boiled for 20 weeks, not one week.",veryHigh,0.5161290322580646,0.6153846153846154,0.4444444444444444,0.20689655172413793,0.25,0.17647058823529413,0.45161290322580644,0.5384615384615384,0.3888888888888889,0.03716508815024547,0.9210690855979919,0.9283302426338196,0.9139206409454346
A football player will have more difficulty throwing a football with two broken arms than with no broken arms.,Football players will be more difficult to throw football with two broken arms than without a broken arm.,veryLow,0.7567567567567567,0.7777777777777778,0.7368421052631579,0.45714285714285713,0.47058823529411764,0.4444444444444444,0.7027027027027027,0.7222222222222222,0.6842105263157895,0.28439841674333294,0.9485991597175598,0.9518926739692688,0.9453282356262207
A football player will have more difficulty throwing a football with two broken arms than with no broken arms.,Soccer players will be more difficult to throw football with two broken arms than a broken arm.,low,0.7222222222222222,0.7647058823529411,0.6842105263157895,0.411764705882353,0.4375,0.3888888888888889,0.6666666666666667,0.7058823529411765,0.631578947368421,0.28460812517661593,0.9324328899383545,0.9406497478485107,0.9243583679199219
A football player will have more difficulty throwing a football with two broken arms than with no broken arms.,Football players who can't get a football with two broken arms will be more difficult to play than without a broken arm.,medium,0.6666666666666666,0.6086956521739131,0.7368421052631579,0.35000000000000003,0.3181818181818182,0.3888888888888889,0.5238095238095238,0.4782608695652174,0.5789473684210527,0.24178614976744797,0.9254781007766724,0.919517993927002,0.9315160512924194
A football player will have more difficulty throwing a football with two broken arms than with no broken arms.,Soccer players have a lot harder to do with two broken arms than a broken arm.,high,0.6285714285714286,0.6875,0.5789473684210527,0.303030303030303,0.3333333333333333,0.2777777777777778,0.5714285714285714,0.625,0.5263157894736842,0.21346389736660687,0.9051650166511536,0.9149806499481201,0.8955578207969666
A football player will have more difficulty throwing a football with two broken arms than with no broken arms.,Football players who can't get a football with two broken arms will find it much harder to throw than a broken football.,veryHigh,0.6190476190476191,0.5652173913043478,0.6842105263157895,0.3,0.2727272727272727,0.3333333333333333,0.47619047619047616,0.43478260869565216,0.5263157894736842,0.23550061570724218,0.9224324822425842,0.9193258881568909,0.9255599975585938
"I brought a lot of work to do tonight, so I should make sure dinner takes 30 minutes rather than 3 hours.","I had a lot to do this evening, so I'd have to have supper 30 minutes instead of three hours.",veryLow,0.5116279069767442,0.5238095238095238,0.5,0.1951219512195122,0.2,0.19047619047619047,0.46511627906976744,0.47619047619047616,0.45454545454545453,0.0362639084550528,0.9289348125457764,0.9316168427467346,0.9262681603431702
"I brought a lot of work to do tonight, so I should make sure dinner takes 30 minutes rather than 3 hours.","I had to do a lot of work today, so dinner would take 30 minutes, not three hours.",low,0.65,0.7222222222222222,0.5909090909090909,0.31578947368421056,0.35294117647058826,0.2857142857142857,0.55,0.6111111111111112,0.5,0.14897987862719703,0.9382747411727905,0.9433814287185669,0.9332230687141418
"I brought a lot of work to do tonight, so I should make sure dinner takes 30 minutes rather than 3 hours.","I had to do a lot of work today, which would take 30 minutes to get a dinner.",medium,0.55,0.6111111111111112,0.5,0.31578947368421056,0.35294117647058826,0.2857142857142857,0.39999999999999997,0.4444444444444444,0.36363636363636365,0.14981923509581543,0.897607684135437,0.9041926264762878,0.8911179900169373
"I brought a lot of work to do tonight, so I should make sure dinner takes 30 minutes rather than 3 hours.","I had to do a lot of work today, which would take 30 minutes to eat, rather than three hours.",high,0.6190476190476191,0.65,0.5909090909090909,0.35,0.3684210526315789,0.3333333333333333,0.5238095238095238,0.55,0.5,0.16974028188174933,0.9219015836715698,0.9263032674789429,0.91754150390625
"I brought a lot of work to do tonight, so I should make sure dinner takes 30 minutes rather than 3 hours.","I had to do a lot of work today, so dinner would take 30 minutes, not three hours.",veryHigh,0.65,0.7222222222222222,0.5909090909090909,0.31578947368421056,0.35294117647058826,0.2857142857142857,0.55,0.6111111111111112,0.5,0.14897987862719703,0.9382747411727905,0.9433814287185669,0.9332230687141418
Fred decided to say excuse me instead of saying big burp in reaction to his loud burp in the restaurant.,"Fred decided to excuse me, not to mention a great burp in response to his loud booby in the restaurant.",veryLow,0.65,0.65,0.65,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.65,0.65,0.65,0.12133158735615288,0.9092877507209778,0.9038580656051636,0.9147831201553345
Fred decided to say excuse me instead of saying big burp in reaction to his loud burp in the restaurant.,"Fred decided to apologise, not a big burp in response to his loud booby at the restaurant.",low,0.5945945945945946,0.6470588235294118,0.55,0.39999999999999997,0.4375,0.3684210526315789,0.5945945945945946,0.6470588235294118,0.55,0.1188682154041642,0.9150777459144592,0.917328953742981,0.9128375053405762
Fred decided to say excuse me instead of saying big burp in reaction to his loud burp in the restaurant.,"Fred has decided to excuse me, not to mention a great burp in response to his loud booby in the restaurant.",medium,0.6341463414634146,0.6190476190476191,0.65,0.358974358974359,0.35,0.3684210526315789,0.6341463414634146,0.6190476190476191,0.65,0.1000625978397282,0.9089078307151794,0.9040927290916443,0.9137743711471558
Fred decided to say excuse me instead of saying big burp in reaction to his loud burp in the restaurant.,"Well, Fred decided to apologise, not a big burp in the restaurant, instead of his loud gulp.",high,0.6486486486486486,0.7058823529411765,0.6,0.45714285714285713,0.5,0.42105263157894735,0.4324324324324324,0.47058823529411764,0.4,0.1188682154041642,0.9048414826393127,0.9053319692611694,0.9043515920639038
Fred decided to say excuse me instead of saying big burp in reaction to his loud burp in the restaurant.,"Fred had chosen to excuse me, not to mention a great burp in response to his loud booby in the restaurant.",veryHigh,0.5853658536585366,0.5714285714285714,0.6,0.3076923076923077,0.3,0.3157894736842105,0.5853658536585366,0.5714285714285714,0.6,0.09354688318825607,0.904102087020874,0.8980617523193359,0.910224199295044
"If the temperature is 20 degrees Fahrenheit outside, it would be a good idea to put on a t-shirt to go outside.","If the temperature is 20 degrees Fahrenheit, it'd be a good idea to wear a uniform.",veryLow,0.7,0.8235294117647058,0.6086956521739131,0.5263157894736842,0.625,0.45454545454545453,0.7,0.8235294117647058,0.6086956521739131,0.37277077948542653,0.9635084271430969,0.9768374562263489,0.9505382776260376
"If the temperature is 20 degrees Fahrenheit outside, it would be a good idea to put on a t-shirt to go outside.","If the temperature is 20 degrees warmer than the temperature is ideal, we should be able to wear a t-shirt.",low,0.5,0.5238095238095238,0.4782608695652174,0.3333333333333333,0.35,0.3181818181818182,0.5,0.5238095238095238,0.4782608695652174,0.23620698487746344,0.9215636253356934,0.92146897315979,0.9216582775115967
"If the temperature is 20 degrees Fahrenheit outside, it would be a good idea to put on a t-shirt to go outside.",It's best if the temperature is 20 degrees Fahrenheit outside.,medium,0.5294117647058824,0.8181818181818182,0.391304347826087,0.4375,0.7,0.3181818181818182,0.4705882352941176,0.7272727272727273,0.34782608695652173,0.1618271218800702,0.9171499609947205,0.9320042729377747,0.902761697769165
"If the temperature is 20 degrees Fahrenheit outside, it would be a good idea to put on a t-shirt to go outside.","If temperature's 20 degrees Fahrenheit's outside temperature is ideal, a t-shirt should be sluggish.",high,0.55,0.6470588235294118,0.4782608695652174,0.2631578947368421,0.3125,0.22727272727272727,0.45,0.5294117647058824,0.391304347826087,0.03174849955868198,0.9051237106323242,0.9046457409858704,0.9056021571159363
"If the temperature is 20 degrees Fahrenheit outside, it would be a good idea to put on a t-shirt to go outside.",If the temperature is 20 degrees warmer than the temperature is ideal to wear a t-shirt.,veryHigh,0.5,0.5882352941176471,0.43478260869565216,0.3684210526315789,0.4375,0.3181818181818182,0.5,0.5882352941176471,0.43478260869565216,0.2225252108443019,0.9146698117256165,0.911865770816803,0.9174911975860596
It's more dangerous to wear safety goggles instead of sunglasses when at a construction site.,It's more dangerous to wear protective clothing than to a building-site window.,veryLow,0.5333333333333333,0.5714285714285714,0.5,0.3571428571428571,0.38461538461538464,0.3333333333333333,0.5333333333333333,0.5714285714285714,0.5,0.25841212796263957,0.9266865253448486,0.9269886016845703,0.926384687423706
It's more dangerous to wear safety goggles instead of sunglasses when at a construction site.,Wearing security glasses is more dangerous than a sunsenger when building a building site.,low,0.39999999999999997,0.42857142857142855,0.375,0.07142857142857144,0.07692307692307693,0.06666666666666667,0.3333333333333333,0.35714285714285715,0.3125,0.03536389861883236,0.9144384264945984,0.9032803773880005,0.925875723361969
It's more dangerous to wear safety goggles instead of sunglasses when at a construction site.,"Wearing security glasses, rather than sunglasses, is more dangerous than the construction site.",medium,0.41379310344827586,0.46153846153846156,0.375,0.14814814814814814,0.16666666666666666,0.13333333333333333,0.27586206896551724,0.3076923076923077,0.25,0.03984085410234336,0.929539144039154,0.9289438724517822,0.9301351308822632
It's more dangerous to wear safety goggles instead of sunglasses when at a construction site.,More dangerous than UV filters in buildings.,high,0.17391304347826086,0.2857142857142857,0.125,0.09523809523809522,0.16666666666666666,0.06666666666666667,0.17391304347826086,0.2857142857142857,0.125,0.010534007609331637,0.8910508751869202,0.9012669324874878,0.8810638189315796
It's more dangerous to wear safety goggles instead of sunglasses when at a construction site.,Wearing security glasses is more dangerous than a sunsenger when building a building site.,veryHigh,0.39999999999999997,0.42857142857142855,0.375,0.07142857142857144,0.07692307692307693,0.06666666666666667,0.3333333333333333,0.35714285714285715,0.3125,0.03536389861883236,0.9144384264945984,0.9032803773880005,0.925875723361969
Brad runs the red light since he was forced to do so by a criminal. Others will be more sympathetic if he expresses the reason.,"Brad runs a red light because he had to do something with the criminals, and the others would have been more sympathetic, if he had spoken any reason.",veryLow,0.6415094339622641,0.6071428571428571,0.68,0.23529411764705882,0.2222222222222222,0.25,0.5283018867924528,0.5,0.56,0.03267294026204632,0.918989360332489,0.9093286991119385,0.9288573861122131
Brad runs the red light since he was forced to do so by a criminal. Others will be more sympathetic if he expresses the reason.,"Brad runs a red light because he has to do things for the criminals, and others are more sympathetic than that.",low,0.5652173913043478,0.6190476190476191,0.52,0.1818181818181818,0.2,0.16666666666666666,0.4782608695652174,0.5238095238095238,0.44,0.03457972710084643,0.9214276075363159,0.9195118546485901,0.9233514070510864
Brad runs the red light since he was forced to do so by a criminal. Others will be more sympathetic if he expresses the reason.,"Brad runs a red light because he has to do it with the criminals, and the others are more sympathetic when he speaks for it.",medium,0.6,0.6,0.6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.48,0.48,0.48,0.03617640392425989,0.9212762713432312,0.917494535446167,0.9250893592834473
Brad runs the red light since he was forced to do so by a criminal. Others will be more sympathetic if he expresses the reason.,Brad's running a red light because he's compelled to do something more sympathetic than any other crime.,high,0.5,0.5789473684210527,0.44,0.14285714285714288,0.16666666666666666,0.125,0.40909090909090906,0.47368421052631576,0.36,0.027351673283172513,0.8988508582115173,0.8924756646156311,0.9053177237510681
Brad runs the red light since he was forced to do so by a criminal. Others will be more sympathetic if he expresses the reason.,"Brad runs a red light because he has to do things for the criminals, and he's more sympathetic than that.",veryHigh,0.5652173913043478,0.6190476190476191,0.52,0.1818181818181818,0.2,0.16666666666666666,0.43478260869565216,0.47619047619047616,0.4,0.03434893632159507,0.9117291569709778,0.9107499122619629,0.9127105474472046
"Samantha works as a cashier during a pandemic, while Tara works from home, so Samantha probably wears a mask more often than Tara does.","Samantha worked in the pandemic, while Tara worked at home, so samantha probably wears a mask more often than tara.",veryLow,0.7727272727272727,0.85,0.7083333333333334,0.6666666666666666,0.7368421052631579,0.6086956521739131,0.7727272727272727,0.85,0.7083333333333334,0.3227484191335785,0.9498489499092102,0.9529780745506287,0.9467403888702393
"Samantha works as a cashier during a pandemic, while Tara works from home, so Samantha probably wears a mask more often than Tara does.","Sammy's working in the pandemic, tara's working at home, so sydney's likely wearing a mask more often than tara.",low,0.5652173913043478,0.5909090909090909,0.5416666666666666,0.31818181818181823,0.3333333333333333,0.30434782608695654,0.5652173913043478,0.5909090909090909,0.5416666666666666,0.17322718034962706,0.926469087600708,0.9219405651092529,0.9310423135757446
"Samantha works as a cashier during a pandemic, while Tara works from home, so Samantha probably wears a mask more often than Tara does.","During the pandemic, sama worked at home, so samantha probably wears a mask more often than tara.",medium,0.6829268292682927,0.8235294117647058,0.5833333333333334,0.5128205128205128,0.625,0.43478260869565216,0.6829268292682927,0.8235294117647058,0.5833333333333334,0.2621246234643059,0.9110092520713806,0.9125567078590393,0.9094671010971069
"Samantha works as a cashier during a pandemic, while Tara works from home, so Samantha probably wears a mask more often than Tara does.","samantha's working in pandemic, tara's working at home, so samantha probably wears a mask more often than tara.",high,0.7272727272727272,0.8,0.6666666666666666,0.47619047619047616,0.5263157894736842,0.43478260869565216,0.7272727272727272,0.8,0.6666666666666666,0.26624656571729166,0.9212815165519714,0.9180131554603577,0.9245731830596924
"Samantha works as a cashier during a pandemic, while Tara works from home, so Samantha probably wears a mask more often than Tara does.","During the pandemic, sydney worked at home, so samantha probably wears a mask more often than tara.",veryHigh,0.6829268292682927,0.8235294117647058,0.5833333333333334,0.5128205128205128,0.625,0.43478260869565216,0.6829268292682927,0.8235294117647058,0.5833333333333334,0.2621246234643059,0.9087885618209839,0.9067777395248413,0.9108084440231323
Tim was about to play basketball so he needed to stretch for 10 minutes.,Tim was playing basketball for 10 minutes.,veryLow,0.6666666666666666,1.0,0.5,0.42105263157894735,0.6666666666666666,0.3076923076923077,0.6666666666666666,1.0,0.5,0.07915052919244044,0.9247207641601562,0.9469647407531738,0.9034978747367859
Tim was about to play basketball so he needed to stretch for 10 minutes.,Tim was playing basketball for 10 minutes.,low,0.6666666666666666,1.0,0.5,0.42105263157894735,0.6666666666666666,0.3076923076923077,0.6666666666666666,1.0,0.5,0.07915052919244044,0.9247207641601562,0.9469647407531738,0.9034978747367859
Tim was about to play basketball so he needed to stretch for 10 minutes.,Tim was playing basketball for 10 minutes.,medium,0.6666666666666666,1.0,0.5,0.42105263157894735,0.6666666666666666,0.3076923076923077,0.6666666666666666,1.0,0.5,0.07915052919244044,0.9247207641601562,0.9469647407531738,0.9034978747367859
Tim was about to play basketball so he needed to stretch for 10 minutes.,"Tim played basketball, 10 minutes.",high,0.5263157894736842,1.0,0.35714285714285715,0.23529411764705882,0.5,0.15384615384615385,0.5263157894736842,1.0,0.35714285714285715,0.020785234793924575,0.9138320088386536,0.9413579702377319,0.8878700733184814
Tim was about to play basketball so he needed to stretch for 10 minutes.,Tim was playing basketball for 10 minutes.,veryHigh,0.6666666666666666,1.0,0.5,0.42105263157894735,0.6666666666666666,0.3076923076923077,0.6666666666666666,1.0,0.5,0.07915052919244044,0.9247207641601562,0.9469647407531738,0.9034978747367859
"Joe was out on his boat when the motor stopped working, so he used an anchor as a sail to get home.","Joe was on the boat when the engine stopped working, and he used the anchor to go home.",veryLow,0.65,0.7222222222222222,0.5909090909090909,0.2631578947368421,0.29411764705882354,0.23809523809523808,0.65,0.7222222222222222,0.5909090909090909,0.07766677771176006,0.9584270119667053,0.96561598777771,0.9513442516326904
"Joe was out on his boat when the motor stopped working, so he used an anchor as a sail to get home.","Joe was on the ship when the engine stopped working, using the anchor to go home.",low,0.5789473684210527,0.6875,0.5,0.16666666666666666,0.2,0.14285714285714285,0.5789473684210527,0.6875,0.5,0.035184325153859726,0.9453757405281067,0.9578570127487183,0.9332155585289001
"Joe was out on his boat when the motor stopped working, so he used an anchor as a sail to get home.",Joe was on the ship when the engine stopped working and used the anchor to go home.,medium,0.5641025641025642,0.6470588235294118,0.5,0.16216216216216214,0.1875,0.14285714285714285,0.5641025641025642,0.6470588235294118,0.5,0.032234933460544235,0.9468891024589539,0.9549667239189148,0.9389469623565674
"Joe was out on his boat when the motor stopped working, so he used an anchor as a sail to get home.","Joe was on the ship when the engine stopped working, using the anchor to return home.",high,0.5789473684210527,0.6875,0.5,0.16666666666666666,0.2,0.14285714285714285,0.5789473684210527,0.6875,0.5,0.035184325153859726,0.9433226585388184,0.9534594416618347,0.9333992004394531
"Joe was out on his boat when the motor stopped working, so he used an anchor as a sail to get home.",Joe was on the ship when the engine stopped working and used the anchor to go home.,veryHigh,0.5641025641025642,0.6470588235294118,0.5,0.16216216216216214,0.1875,0.14285714285714285,0.5641025641025642,0.6470588235294118,0.5,0.032234933460544235,0.9468891024589539,0.9549667239189148,0.9389469623565674
John found it is quite difficult to work 8 hours per day in two establishments than 6 hours per day in a single establishment.,"John found that working eight hours a day in two institutions, at least six hours a day, was difficult to do.",veryLow,0.5333333333333333,0.5714285714285714,0.5,0.18604651162790697,0.2,0.17391304347826086,0.39999999999999997,0.42857142857142855,0.375,0.06297295599574136,0.9207237362861633,0.9278039932250977,0.9137508273124695
John found it is quite difficult to work 8 hours per day in two establishments than 6 hours per day in a single establishment.,"John found that working eight hours a day in two institutions, over six hours a day, at one location.",low,0.46511627906976744,0.5263157894736842,0.4166666666666667,0.14634146341463414,0.16666666666666666,0.13043478260869565,0.4186046511627907,0.47368421052631576,0.375,0.05477924425535846,0.9185104966163635,0.92438143491745,0.9127136468887329
John found it is quite difficult to work 8 hours per day in two establishments than 6 hours per day in a single establishment.,"John found it difficult to work eight hours a day in two buildings, at least six hours a day.",medium,0.6046511627906976,0.6842105263157895,0.5416666666666666,0.2926829268292683,0.3333333333333333,0.2608695652173913,0.5581395348837209,0.631578947368421,0.5,0.09488043425050642,0.931856095790863,0.9421746730804443,0.9217610955238342
John found it is quite difficult to work 8 hours per day in two establishments than 6 hours per day in a single establishment.,It was difficult for John to work eight hours a day at the two institutes. - It was difficult to work eight hours a day at the same location.,high,0.4230769230769231,0.39285714285714285,0.4583333333333333,0.07999999999999999,0.07407407407407407,0.08695652173913043,0.3461538461538462,0.32142857142857145,0.375,0.04327969719414172,0.9100497961044312,0.9155480861663818,0.904617190361023
John found it is quite difficult to work 8 hours per day in two establishments than 6 hours per day in a single establishment.,"John found that working eight hours a day in two institutions, at least six hours a day, in one building.",veryHigh,0.5,0.55,0.4583333333333333,0.1904761904761905,0.21052631578947367,0.17391304347826086,0.45454545454545453,0.5,0.4166666666666667,0.05683368146761054,0.9105379581451416,0.9132978320121765,0.9077946543693542
