Reference text,Machine generated text,Quality dimension group,ROUGE 1 F1,ROUGE 1 Precision,ROUGE 1 Recall,ROUGE 2 F1,ROUGE 2 Precision,ROUGE 2 Recall,ROUGE L F1,ROUGE L Precision,ROUGE L Recall,BLEU,BERTscore F1,BERTscore Precision,BERTscore Recall
Sasha protected the patients' rights by making new laws regarding cancer drug trials. What will patients want to do next? ,Sasha protects patients' rights by granting new laws on cancer trials.,veryLow,0.5806451612903226,0.8181818181818182,0.45,0.27586206896551724,0.4,0.21052631578947367,0.5806451612903226,0.8181818181818182,0.45,0.05821563864811579,0.9374471306800842,0.9620668292045593,0.9140560626983643
Sasha protected the patients' rights by making new laws regarding cancer drug trials. What will patients want to do next? ,Sasha protects patients' rights by granting new laws on cancer trials.,low,0.5806451612903226,0.8181818181818182,0.45,0.27586206896551724,0.4,0.21052631578947367,0.5806451612903226,0.8181818181818182,0.45,0.05821563864811579,0.9374471306800842,0.9620668292045593,0.9140560626983643
Sasha protected the patients' rights by making new laws regarding cancer drug trials. What will patients want to do next? ,Sasha has protected the rights of patients by granting new laws on cancer trials.,medium,0.588235294117647,0.7142857142857143,0.5,0.125,0.15384615384615385,0.10526315789473684,0.5294117647058824,0.6428571428571429,0.45,0.03499209643640457,0.9383662343025208,0.9615366458892822,0.9162862300872803
Sasha protected the patients' rights by making new laws regarding cancer drug trials. What will patients want to do next? ,Sasha's protecting the rights of patients by granting new laws on cancer trials.,high,0.588235294117647,0.7142857142857143,0.5,0.125,0.15384615384615385,0.10526315789473684,0.5294117647058824,0.6428571428571429,0.45,0.027120163347258232,0.9314668774604797,0.9525241851806641,0.9113204479217529
Sasha protected the patients' rights by making new laws regarding cancer drug trials. What will patients want to do next? ,Sasha protects patients' rights by granting new laws on cancer trials.,veryHigh,0.5806451612903226,0.8181818181818182,0.45,0.27586206896551724,0.4,0.21052631578947367,0.5806451612903226,0.8181818181818182,0.45,0.05821563864811579,0.9374471306800842,0.9620668292045593,0.9140560626983643
Jordan was in charge of taking the food on the camping trip and left all the food at home. How would Jordan feel afterwards? ,Jordan took over food from his camp and left food at home. What would Jordan think?,veryLow,0.5,0.625,0.4166666666666667,0.2105263157894737,0.26666666666666666,0.17391304347826086,0.5,0.625,0.4166666666666667,0.05779066964049257,0.9108585715293884,0.917698860168457,0.9041194915771484
Jordan was in charge of taking the food on the camping trip and left all the food at home. How would Jordan feel afterwards? ,Jordan had to take food from his camp and left food at home. What would Jordan think later?,low,0.5238095238095238,0.6111111111111112,0.4583333333333333,0.19999999999999998,0.23529411764705882,0.17391304347826086,0.5238095238095238,0.6111111111111112,0.4583333333333333,0.05995530696195196,0.9300518035888672,0.937484622001648,0.9227359890937805
Jordan was in charge of taking the food on the camping trip and left all the food at home. How would Jordan feel afterwards? ,Jordan took over food from his camp and left food at home. What would Jordan say?,medium,0.5,0.625,0.4166666666666667,0.2105263157894737,0.26666666666666666,0.17391304347826086,0.5,0.625,0.4166666666666667,0.05779066964049257,0.9109482765197754,0.9176822304725647,0.9043124318122864
Jordan was in charge of taking the food on the camping trip and left all the food at home. How would Jordan feel afterwards? ,Jordan had to take food from his camp and left food at home? What would Jordan say?,high,0.5365853658536585,0.6470588235294118,0.4583333333333333,0.20512820512820512,0.25,0.17391304347826086,0.5365853658536585,0.6470588235294118,0.4583333333333333,0.029993601780610654,0.9075692892074585,0.9139983654022217,0.9012300372123718
Jordan was in charge of taking the food on the camping trip and left all the food at home. How would Jordan feel afterwards? ,Jordan took food from his camp and left food at home. What would Jordan think later?,veryHigh,0.5,0.625,0.4166666666666667,0.2105263157894737,0.26666666666666666,0.17391304347826086,0.5,0.625,0.4166666666666667,0.05779066964049257,0.92108154296875,0.9293890595436096,0.9129211902618408
Kendall opened their mouth to speak and what came out shocked everyone. How would you describe Kendall? ,Kendall opened his mouth and stunned everyone.,veryLow,0.4166666666666667,0.7142857142857143,0.29411764705882354,0.09090909090909091,0.16666666666666666,0.0625,0.4166666666666667,0.7142857142857143,0.29411764705882354,0.021049994715071484,0.9101701378822327,0.9430221319198608,0.8795299530029297
Kendall opened their mouth to speak and what came out shocked everyone. How would you describe Kendall? ,Kendall opened his mouth and shocked everyone.,low,0.5,0.8571428571428571,0.35294117647058826,0.18181818181818182,0.3333333333333333,0.125,0.5,0.8571428571428571,0.35294117647058826,0.02620021176587434,0.9157841205596924,0.9498733282089233,0.8840570449829102
Kendall opened their mouth to speak and what came out shocked everyone. How would you describe Kendall? ,Kendall opened his mouth and stunned everyone.,medium,0.4166666666666667,0.7142857142857143,0.29411764705882354,0.09090909090909091,0.16666666666666666,0.0625,0.4166666666666667,0.7142857142857143,0.29411764705882354,0.021049994715071484,0.9101701378822327,0.9430221319198608,0.8795299530029297
Kendall opened their mouth to speak and what came out shocked everyone. How would you describe Kendall? ,What's Kendall saying? What's your description?,high,0.15999999999999998,0.25,0.11764705882352941,0.0,0.0,0.0,0.15999999999999998,0.25,0.11764705882352941,0.006527063301683154,0.857296347618103,0.8682491779327393,0.8466163277626038
Kendall opened their mouth to speak and what came out shocked everyone. How would you describe Kendall? ,Kendall opened his mouth and shocked everyone.,veryHigh,0.5,0.8571428571428571,0.35294117647058826,0.18181818181818182,0.3333333333333333,0.125,0.5,0.8571428571428571,0.35294117647058826,0.02620021176587434,0.9157841205596924,0.9498733282089233,0.8840570449829102
Aubrey never told Riley the answer and Riley was angry. How would you describe Aubrey? ,"Aubrey never said the answer to Riley, and Riley was agitated.",veryLow,0.6153846153846153,0.7272727272727273,0.5333333333333333,0.3333333333333333,0.4,0.2857142857142857,0.5384615384615385,0.6363636363636364,0.4666666666666667,0.09531976133888385,0.9353775978088379,0.9574225544929504,0.9143249988555908
Aubrey never told Riley the answer and Riley was angry. How would you describe Aubrey? ,"Aubrey never said anything about Riley, and Riley was agitated.",low,0.48,0.6,0.4,0.2608695652173913,0.3333333333333333,0.21428571428571427,0.48,0.6,0.4,0.07966506956353646,0.9161406755447388,0.9378690123558044,0.8953964114189148
Aubrey never told Riley the answer and Riley was angry. How would you describe Aubrey? ,"Aubrey has never said anything about Riley, and Riley has been agitated.",medium,0.3703703703703704,0.4166666666666667,0.3333333333333333,0.08,0.09090909090909091,0.07142857142857142,0.3703703703703704,0.4166666666666667,0.3333333333333333,0.033360862268577436,0.9058188796043396,0.9226140379905701,0.8896243572235107
Aubrey never told Riley the answer and Riley was angry. How would you describe Aubrey? ,"Aubrey hasn't spoken to Riley, but Riley has been agitated.",high,0.23076923076923075,0.2727272727272727,0.2,0.0,0.0,0.0,0.23076923076923075,0.2727272727272727,0.2,0.015223083300988084,0.9086591601371765,0.9282007813453674,0.8899233341217041
Aubrey never told Riley the answer and Riley was angry. How would you describe Aubrey? ,"Aubrey never told Riley, and Riley was agitated.",veryHigh,0.608695652173913,0.875,0.4666666666666667,0.4761904761904762,0.7142857142857143,0.35714285714285715,0.608695652173913,0.875,0.4666666666666667,0.09637742467879638,0.9301773309707642,0.9604843258857727,0.9017243981361389
Kendall's dog was overweight so they walked it five miles. Why did Kendall do this? ,"Kendall's dog was overweight, and he went on five miles.",veryLow,0.5185185185185185,0.6363636363636364,0.4375,0.4,0.5,0.3333333333333333,0.5185185185185185,0.6363636363636364,0.4375,0.07966506956353646,0.9287188649177551,0.9434940218925476,0.914399266242981
Kendall's dog was overweight so they walked it five miles. Why did Kendall do this? ,"Kendall's dog was overweight, and he went on 5 miles.",low,0.4444444444444444,0.5454545454545454,0.375,0.32,0.4,0.26666666666666666,0.4444444444444444,0.5454545454545454,0.375,0.06807969817630247,0.9285863637924194,0.9429972171783447,0.9146093130111694
Kendall's dog was overweight so they walked it five miles. Why did Kendall do this? ,"Kendall's dog was overweight, and he went on five miles.",medium,0.5185185185185185,0.6363636363636364,0.4375,0.4,0.5,0.3333333333333333,0.5185185185185185,0.6363636363636364,0.4375,0.07966506956353646,0.9287188649177551,0.9434940218925476,0.914399266242981
Kendall's dog was overweight so they walked it five miles. Why did Kendall do this? ,"Kendall's dog was overweight, 5 miles.",high,0.5217391304347825,0.8571428571428571,0.375,0.3809523809523809,0.6666666666666666,0.26666666666666666,0.5217391304347825,0.8571428571428571,0.375,0.048445690319721145,0.9197077751159668,0.9425808191299438,0.8979184031486511
Kendall's dog was overweight so they walked it five miles. Why did Kendall do this? ,"Kendall's dog was overweight, and he went on five miles.",veryHigh,0.5185185185185185,0.6363636363636364,0.4375,0.4,0.5,0.3333333333333333,0.5185185185185185,0.6363636363636364,0.4375,0.07966506956353646,0.9287188649177551,0.9434940218925476,0.914399266242981
Kendall got a new sports car and could not wait to show friends. What will Kendall want to do next? ,Kendall has a new sports car and he can't wait to show friends what Kendall wants?,veryLow,0.7027027027027027,0.7647058823529411,0.65,0.5142857142857142,0.5625,0.47368421052631576,0.7027027027027027,0.7647058823529411,0.65,0.25215409843659004,0.932682991027832,0.9383635520935059,0.9270708560943604
Kendall got a new sports car and could not wait to show friends. What will Kendall want to do next? ,Kendall has a new sports car and he's not ready to show friends.,low,0.588235294117647,0.7142857142857143,0.5,0.37499999999999994,0.46153846153846156,0.3157894736842105,0.588235294117647,0.7142857142857143,0.5,0.23868774065675966,0.923442006111145,0.9371118545532227,0.9101652503013611
Kendall got a new sports car and could not wait to show friends. What will Kendall want to do next? ,"Kendall's got a new sports car, and he's not ready to show friends what Kendall wants.",medium,0.7368421052631577,0.7777777777777778,0.7,0.5,0.5294117647058824,0.47368421052631576,0.7368421052631577,0.7777777777777778,0.7,0.1569238108155351,0.9235517382621765,0.930155873298645,0.9170407056808472
Kendall got a new sports car and could not wait to show friends. What will Kendall want to do next? ,"Kendall's got a new sports car, not gonna know what?",high,0.5161290322580645,0.7272727272727273,0.4,0.27586206896551724,0.4,0.21052631578947367,0.5161290322580645,0.7272727272727273,0.4,0.10218289380194193,0.8795828223228455,0.8901851177215576,0.8692300915718079
Kendall got a new sports car and could not wait to show friends. What will Kendall want to do next? ,Kendall's got a new sports car and he's not ready to show friends.,veryHigh,0.6285714285714286,0.7333333333333333,0.55,0.4242424242424242,0.5,0.3684210526315789,0.6285714285714286,0.7333333333333333,0.55,0.29028000976445806,0.9165427088737488,0.9294456243515015,0.9039931297302246
Riley layered down their arms with a blanket to keep warm. What does Riley need to do before this? ,Riley layered his arms on the floor to keep his temperature. What did Riley have to do before?,veryLow,0.5405405405405405,0.5555555555555556,0.5263157894736842,0.22857142857142856,0.23529411764705882,0.2222222222222222,0.5405405405405405,0.5555555555555556,0.5263157894736842,0.041421927364643535,0.9263811111450195,0.9297854900360107,0.9230015277862549
Riley layered down their arms with a blanket to keep warm. What does Riley need to do before this? ,Riley layered his arms and his blanket to keep warming.,low,0.48275862068965514,0.7,0.3684210526315789,0.2962962962962963,0.4444444444444444,0.2222222222222222,0.48275862068965514,0.7,0.3684210526315789,0.0558914605175438,0.9205813407897949,0.9467538595199585,0.8958169221878052
Riley layered down their arms with a blanket to keep warm. What does Riley need to do before this? ,Riley layered his arms and his blanket to keep warming.,medium,0.48275862068965514,0.7,0.3684210526315789,0.2962962962962963,0.4444444444444444,0.2222222222222222,0.48275862068965514,0.7,0.3684210526315789,0.0558914605175438,0.9205813407897949,0.9467538595199585,0.8958169221878052
Riley layered down their arms with a blanket to keep warm. What does Riley need to do before this? ,Riley layered his arms and a blanket to keep warmth.,high,0.48275862068965514,0.7,0.3684210526315789,0.2962962962962963,0.4444444444444444,0.2222222222222222,0.48275862068965514,0.7,0.3684210526315789,0.13200012392340058,0.9278128147125244,0.9539071917533875,0.9031080603599548
Riley layered down their arms with a blanket to keep warm. What does Riley need to do before this? ,Riley layered his arms and his blanket to keep warming. What does Riley have to do before?,veryHigh,0.7222222222222222,0.7647058823529411,0.6842105263157895,0.5294117647058824,0.5625,0.5,0.7222222222222222,0.7647058823529411,0.6842105263157895,0.10961070337792324,0.949808657169342,0.9524270296096802,0.9472047090530396
Austin knew Quinn intimately and they slept together many times. Why did Austin do this? ,Austin knew Quinn was intimate and they were sleeping frequently.,veryLow,0.48,0.6,0.4,0.34782608695652173,0.4444444444444444,0.2857142857142857,0.48,0.6,0.4,0.07966506956353646,0.9054596424102783,0.9160228371620178,0.8951373100280762
Austin knew Quinn intimately and they slept together many times. Why did Austin do this? ,Austin knew quinn was close and often slept with.,low,0.4166666666666667,0.5555555555555556,0.3333333333333333,0.18181818181818182,0.25,0.14285714285714285,0.4166666666666667,0.5555555555555556,0.3333333333333333,0.03096277640217347,0.8897790908813477,0.8998871445655823,0.8798956274986267
Austin knew Quinn intimately and they slept together many times. Why did Austin do this? ,Austin knew quinn was close and often slept with.,medium,0.4166666666666667,0.5555555555555556,0.3333333333333333,0.18181818181818182,0.25,0.14285714285714285,0.4166666666666667,0.5555555555555556,0.3333333333333333,0.03096277640217347,0.8897790908813477,0.8998871445655823,0.8798956274986267
Austin knew Quinn intimately and they slept together many times. Why did Austin do this? ,Austin knew quinn was close and often slept with.,high,0.4166666666666667,0.5555555555555556,0.3333333333333333,0.18181818181818182,0.25,0.14285714285714285,0.4166666666666667,0.5555555555555556,0.3333333333333333,0.03096277640217347,0.8897790908813477,0.8998871445655823,0.8798956274986267
Austin knew Quinn intimately and they slept together many times. Why did Austin do this? ,Austin knew quinn was close and often slept with.,veryHigh,0.4166666666666667,0.5555555555555556,0.3333333333333333,0.18181818181818182,0.25,0.14285714285714285,0.4166666666666667,0.5555555555555556,0.3333333333333333,0.03096277640217347,0.8897790908813477,0.8998871445655823,0.8798956274986267
Carson kissed Alex gently on the cheek and asked to go to dinner. What will happen to Carson? ,Carson kissed Alex gently on his face and asked to have supper. What happened to Carson?,veryLow,0.7058823529411765,0.75,0.6666666666666666,0.5,0.5333333333333333,0.47058823529411764,0.7058823529411765,0.75,0.6666666666666666,0.3041149081312327,0.9641777276992798,0.9625130891799927,0.9658480882644653
Carson kissed Alex gently on the cheek and asked to go to dinner. What will happen to Carson? ,Carson kissed Alex gently and asked for dinner.,low,0.5384615384615385,0.875,0.3888888888888889,0.3333333333333333,0.5714285714285714,0.23529411764705882,0.5384615384615385,0.875,0.3888888888888889,0.12241977696855179,0.9317594170570374,0.9619989395141602,0.9033631086349487
Carson kissed Alex gently on the cheek and asked to go to dinner. What will happen to Carson? ,Carson kissed Alex gently and asked for dinner.,medium,0.5384615384615385,0.875,0.3888888888888889,0.3333333333333333,0.5714285714285714,0.23529411764705882,0.5384615384615385,0.875,0.3888888888888889,0.12241977696855179,0.9317594170570374,0.9619989395141602,0.9033631086349487
Carson kissed Alex gently on the cheek and asked to go to dinner. What will happen to Carson? ,Carson kissed Alex gently and asked for dinner.,high,0.5384615384615385,0.875,0.3888888888888889,0.3333333333333333,0.5714285714285714,0.23529411764705882,0.5384615384615385,0.875,0.3888888888888889,0.12241977696855179,0.9317594170570374,0.9619989395141602,0.9033631086349487
Carson kissed Alex gently on the cheek and asked to go to dinner. What will happen to Carson? ,Carson kissed Alex gently and asked for dinner.,veryHigh,0.5384615384615385,0.875,0.3888888888888889,0.3333333333333333,0.5714285714285714,0.23529411764705882,0.5384615384615385,0.875,0.3888888888888889,0.12241977696855179,0.9317594170570374,0.9619989395141602,0.9033631086349487
Alex walked Robin towards the execution chamber for her last meal. Why did Alex do this? ,"Alex went into the execution chamber for her last meal, and why Alex did it.",veryLow,0.7096774193548386,0.7333333333333333,0.6875,0.4137931034482759,0.42857142857142855,0.4,0.6451612903225806,0.6666666666666666,0.625,0.3352042383309152,0.9446926116943359,0.945449709892273,0.9439367055892944
Alex walked Robin towards the execution chamber for her last meal. Why did Alex do this? ,Alex turned to the executioner for her last meal.,low,0.4800000000000001,0.6666666666666666,0.375,0.26086956521739135,0.375,0.2,0.4800000000000001,0.6666666666666666,0.375,0.1517558988729563,0.9142071008682251,0.9277204871177673,0.9010816812515259
Alex walked Robin towards the execution chamber for her last meal. Why did Alex do this? ,Alex turned to the execution chamber for her last meal.,medium,0.6153846153846154,0.8,0.5,0.5,0.6666666666666666,0.4,0.6153846153846154,0.8,0.5,0.36256300273131326,0.9250218868255615,0.9400737285614014,0.9104443788528442
Alex walked Robin towards the execution chamber for her last meal. Why did Alex do this? ,"Alex turned to kill her, which was what Alex did.",high,0.3076923076923077,0.4,0.25,0.0,0.0,0.0,0.23076923076923075,0.3,0.1875,0.013774415388612389,0.8892897963523865,0.8973244428634644,0.8813978433609009
Alex walked Robin towards the execution chamber for her last meal. Why did Alex do this? ,Alex turned to the execution chamber for her last meal.,veryHigh,0.6153846153846154,0.8,0.5,0.5,0.6666666666666666,0.4,0.6153846153846154,0.8,0.5,0.36256300273131326,0.9250218868255615,0.9400737285614014,0.9104443788528442
Carson was excited to wake up to attend school. Why did Carson do this? ,"Carson was excited to wake up at school, why Carson did it.",veryLow,0.7692307692307692,0.8333333333333334,0.7142857142857143,0.4999999999999999,0.5454545454545454,0.46153846153846156,0.6923076923076924,0.75,0.6428571428571429,0.3795104907493075,0.9427281618118286,0.9434959888458252,0.9419617056846619
Carson was excited to wake up to attend school. Why did Carson do this? ,"Carson was eager to wake up to school, why Carson did it.",low,0.7692307692307692,0.8333333333333334,0.7142857142857143,0.41666666666666663,0.45454545454545453,0.38461538461538464,0.6923076923076924,0.75,0.6428571428571429,0.2293287319577502,0.9355900287628174,0.9366174936294556,0.9345647692680359
Carson was excited to wake up to attend school. Why did Carson do this? ,Carson was eager to wake up to school. Why was Carson doing this?,medium,0.8148148148148148,0.8461538461538461,0.7857142857142857,0.5599999999999999,0.5833333333333334,0.5384615384615384,0.8148148148148148,0.8461538461538461,0.7857142857142857,0.25583703386194817,0.9614696502685547,0.9633244276046753,0.9596220254898071
Carson was excited to wake up to attend school. Why did Carson do this? ,Carson's eager to go to school.,high,0.38095238095238093,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.38095238095238093,0.5714285714285714,0.2857142857142857,0.014162677936694859,0.913561224937439,0.9362204074859619,0.8919729590415955
Carson was excited to wake up to attend school. Why did Carson do this? ,"Carson was eager to wake up to school, why Carson did it.",veryHigh,0.7692307692307692,0.8333333333333334,0.7142857142857143,0.41666666666666663,0.45454545454545453,0.38461538461538464,0.6923076923076924,0.75,0.6428571428571429,0.2293287319577502,0.9355900287628174,0.9366174936294556,0.9345647692680359
Taylor proved Carson's point about who was the stronger wrestler of them all. What will Taylor want to do next? ,"Taylor proved that Carson was the strongest player in the world, and what would Taylor want to do next?",veryLow,0.5500000000000002,0.5789473684210527,0.5238095238095238,0.3157894736842105,0.3333333333333333,0.3,0.5500000000000002,0.5789473684210527,0.5238095238095238,0.2304782223991844,0.9297729134559631,0.9375516772270203,0.9221221208572388
Taylor proved Carson's point about who was the stronger wrestler of them all. What will Taylor want to do next? ,Taylor proved Carson to be the strongest player in the world. What does Taylor want to do next?,low,0.5128205128205129,0.5555555555555556,0.47619047619047616,0.3243243243243243,0.35294117647058826,0.3,0.5128205128205129,0.5555555555555556,0.47619047619047616,0.22034481302404083,0.9309524297714233,0.9437045454978943,0.918540358543396
Taylor proved Carson's point about who was the stronger wrestler of them all. What will Taylor want to do next? ,"Taylor has figured out who the strongest warrior is, what is Taylor going to do next?",medium,0.4324324324324324,0.5,0.38095238095238093,0.1142857142857143,0.13333333333333333,0.1,0.4324324324324324,0.5,0.38095238095238093,0.058598666217636125,0.9107875823974609,0.9173694849014282,0.9042993783950806
Taylor proved Carson's point about who was the stronger wrestler of them all. What will Taylor want to do next? ,Taylor's proven Carson to be the strongest competitor. What does Taylor want to do next?,high,0.5405405405405405,0.625,0.47619047619047616,0.2285714285714286,0.26666666666666666,0.2,0.4864864864864864,0.5625,0.42857142857142855,0.1917460913619136,0.9234728813171387,0.9368264079093933,0.9104948043823242
Taylor proved Carson's point about who was the stronger wrestler of them all. What will Taylor want to do next? ,"Taylor proved that Carson was the strongest player in the world, what would Taylor want to do next?",veryHigh,0.5641025641025642,0.6111111111111112,0.5238095238095238,0.3243243243243243,0.35294117647058826,0.3,0.5641025641025642,0.6111111111111112,0.5238095238095238,0.23062062409374434,0.9274252653121948,0.9364873766899109,0.918536901473999
Sydney went trick or treating and the others joined him happily. What will Others want to do next? ,Sydney has done a trick or treaty and others have happily joined him.,veryLow,0.5161290322580646,0.6153846153846154,0.4444444444444444,0.13793103448275862,0.16666666666666666,0.11764705882352941,0.45161290322580644,0.5384615384615384,0.3888888888888889,0.029435549834334836,0.897769570350647,0.9059242606163025,0.8897604942321777
Sydney went trick or treating and the others joined him happily. What will Others want to do next? ,Sydney has done her tricks and she's joined him happily.,low,0.41379310344827586,0.5454545454545454,0.3333333333333333,0.14814814814814817,0.2,0.11764705882352941,0.41379310344827586,0.5454545454545454,0.3333333333333333,0.05332818223010788,0.8965765237808228,0.9155376553535461,0.8783848285675049
Sydney went trick or treating and the others joined him happily. What will Others want to do next? ,Sydney has done her tricks and has been happily accompanied by the others.,medium,0.3870967741935484,0.46153846153846156,0.3333333333333333,0.06896551724137931,0.08333333333333333,0.058823529411764705,0.3225806451612903,0.38461538461538464,0.2777777777777778,0.0139192121311085,0.8983694911003113,0.9183003902435303,0.879285454750061
Sydney went trick or treating and the others joined him happily. What will Others want to do next? ,Sydiney's been trick or treating and others' friends of his liking.,high,0.33333333333333337,0.4166666666666667,0.2777777777777778,0.21428571428571427,0.2727272727272727,0.17647058823529413,0.33333333333333337,0.4166666666666667,0.2777777777777778,0.12416588812571398,0.8661196231842041,0.8601434230804443,0.8721793293952942
Sydney went trick or treating and the others joined him happily. What will Others want to do next? ,Sydney has done a trick or treaty and others have happily joined him.,veryHigh,0.5161290322580646,0.6153846153846154,0.4444444444444444,0.13793103448275862,0.16666666666666666,0.11764705882352941,0.45161290322580644,0.5384615384615384,0.3888888888888889,0.029435549834334836,0.897769570350647,0.9059242606163025,0.8897604942321777
Sasha set their trash on fire to get rid of it quickly. How would you describe Sasha? ,"Sasha set himself up in the fires, and you can describe the Sasha?",veryLow,0.4000000000000001,0.46153846153846156,0.35294117647058826,0.07142857142857144,0.08333333333333333,0.0625,0.4000000000000001,0.46153846153846156,0.35294117647058826,0.030372749538268132,0.8835026621818542,0.8950066566467285,0.8722906708717346
Sasha set their trash on fire to get rid of it quickly. How would you describe Sasha? ,Sasha seized his body and quickly described Sasha's homicide.,low,0.29629629629629634,0.4,0.23529411764705882,0.08,0.1111111111111111,0.0625,0.29629629629629634,0.4,0.23529411764705882,0.009858594728796832,0.863009512424469,0.8770808577537537,0.8493824601173401
Sasha set their trash on fire to get rid of it quickly. How would you describe Sasha? ,Sasha has slain his waste in order to quickly dispose of his waste.,medium,0.26666666666666666,0.3076923076923077,0.23529411764705882,0.0,0.0,0.0,0.20000000000000004,0.23076923076923078,0.17647058823529413,0.015032178405940613,0.8868719935417175,0.9051809906959534,0.869288980960846
Sasha set their trash on fire to get rid of it quickly. How would you describe Sasha? ,"Sasha's been laying down ashes in a blaze, so Sasha would quickly describe Sasha's sasha.",high,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.0625,0.0625,0.0625,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.01522433772663941,0.859275758266449,0.8637793660163879,0.8548188805580139
Sasha set their trash on fire to get rid of it quickly. How would you describe Sasha? ,"Sasha tossed his waste into the fires, which would describe Sasha's rapid deportation?",veryHigh,0.3225806451612903,0.35714285714285715,0.29411764705882354,0.06896551724137931,0.07692307692307693,0.0625,0.3225806451612903,0.35714285714285715,0.29411764705882354,0.015032178405940613,0.8916859030723572,0.8979383111000061,0.8855199813842773
